Review,Label
delicious food enthusiastic friendly staff definitely come back,1
delicious food staff take care enthusiastically,1
havent back taste different good cheese chicken salty rolled like chicken onion cream sauce also get boring quickly first time ate,1
delicious food enthusiastic staff family closet,1
good food black noodle taste good spaghetti rose sauce doesnt suit taste needless say chicken sauce amazing delicious crispy potato thing dont feel comfortable eating staff stand nearby,1
ordered combo including cold noodle taste normal chicken sauce ive put photo doesnt suit taste salty,1
returning nollowa rd time previous time impressed crispy chicken water time really disappointed proactively ordered bonein portion expected,1
delicious food enthusiastic service staff come back,1
food delicious cant eat go people come back,1
delicious food lot chicken sweet sauce cold noodle,1
good food went people food amazing service good highly recommend,1
delicious food fast service staff visited many time,1
delicious food beautiful restaurant space chicken noodle dish delicious go car send outside,1
food delicious come quickly even though restaurant quite crowded staff enthusiastic,1
intend buy combo take away restaurant said takeout combo applicable changed mind went restaurant calculating bill restaurant still calculates separate,0
best seller onion cream sauce chicken delicious rose sauce rich quite crowded arrived around noon booked table advance waited minute dish come back try dish,1
delicious food friendly staff,1
delicious every time order eat everyone still compliment delicious even though order menu every time family adult child eat,1
delicious food friendly staff,1
delicious food fast service enthusiastic staff,1
food delicious staff extremely friendly cute ive eaten many time highly recommended,1
good food good service come back,1
delicious food spacious airy space enthusiastic staff,1
delicious food good service enthusiastic staff,1
delicious chicken cold noodle eaten last time better time waiter probably bit crowded wait take order,1
delicious food crispy fried chicken delicious satisfied,1
ordered takeout waited minute minute ordering way minute waiting restaurant felt chicken boneless sweet sauce tasted normal special try see order half portion person wont able eat send car k,1
food delicious restaurant bit crowded service bit slow everything uki,1
chicken delicious ive eaten many time never get bored every dish delicious staff serf quickly enthusiastic,1
nolowa chicken restaurant ideal destination love fried chicken chicken deliciously prepared crispy wellseasoned large portion suitable sharing friend family however,1
delicious food enthusiastic staff awesomeeeee,1
delicious food clean enthusiastic staff,1
highly recommend chicken onion sauce spicy chicken also delicious tok also delicious general everything fine space open staff dedicated see table lit candle mr phan dinh tung always play music point sophistication,1
delicious food enthusiastic staff good space music,1
food delicious filling hot staff friendly gentle enthusiastic,1
restaurant cozy decor suitable meeting friend date chicken sauce onion delicious cant hidden downside restaurant quite crowded go meal time may,1
good food friendly staff,1
food delicious plentiful beautifully presented clean space good staff attitude,1
delicious food enthusiastic take care staff point,1
shop easy find decor nice clean menu variety dish sauce chicken order chicken onion sauce chicken spicy sauce french,1
delicious food super big dish people eating combo super full,1
good food good service,1
chicken crispy delicious seasoning right take cook music bit loud sometimes bit noisy food fine,1
delicious food beautiful restaurant enthusiastic staff,1
quite like cold noodle chicken soft moist dry tok also fit well cant eat next time order dish try,1
delicious food enthusiastic service staff reasonable price,1
food delicious food prepared quickly staff enthusiastic,1
delicious food suitable taste enthusiastic staff try,1
chicken quite delicious restaurant space beautiful come back next time,1
delicious food friendly staff great experience,1
quite like restaurant cold noodle even though dont meat like place broth delicious tok rose also delicious food brought guaranteed hot staff polite enthusiastic,1
delicious juicy chicken super filling deserves best chicken restaurant hanoi,1
delicious thank restaurant,1
delicious food enthusiastic service,1
food delicious take prepare food,1
delicious food beautiful space reasonable price,1
delicious food beautiful restaurant affordable price,1
delicious food enthusiastic staff,1
food delicious restaurant space also beautiful cute staff,1
delicious food enthusiastic staff,1
delicious food lovely staff,1
chicken creamy onion sauce top greasy pungent keep dipping sauce combo delicious dish chicken korean sauce tok cold noodle mixed rice bit soft scorched,1
delicious food people eat delicious dish,1
waiting table long time even though friend booked advance waited minute get table chicken okay eat okay like passion fruit chicken chicken salad,0
space spacious went noon weekday without reserve table food come quickly filling delicious,1
food delicious service gentle nvien named van take great care enthusiastic qlai tipp,1
good food good service,1
tasty fast service staff comfortable space,1
goto restaurant crave chicken korean food eating restaurant ha dong restaurant good food suit taste grilled chicken glaze spaghetti rose sauce,1
delicious food lovely enthusiastic staff manager also quite handsome,1
delicious suitable everyone,1
eat chicken onion sauce super delicious without spicy dish took cook worth noodle also delicious noodle moist delicious spicy chicken kind sauce boring eating piece bit soggy,1
good food good service,1
delicious food enthusiastic service,1
delicious lovely enthusiastic staff,1
delicious food fresh delicious staff welcome enthusiastically,1
booked table advance wait minute food annoying table arrived later got food u finished eating went home still,0
restaurant spacious crowded food take long time prepare food delicious delicious found food rich onion sauce,1
delicious food enthusiastic staff,1
delicious food attentive service cozy space come back next time,1
delicious attentive service,1
delicious food friendly staff handsome manager,1
food delicious service fast staff polite polite,1
hot food enthusiastic staff space bit crowded noisy,1
delicious food beautiful large space enthusiastic staff continue come back,1
super delicious chicken enthusiastic staff restaurant bit crowded please try book table advance,1
everything great food service freshly cooked chicken soft inside crispy outside cooled bit dry fever bit strong eating feel thirsty,1
enthusiastic staff good service delicious food come quickly food look attractive recommend try chicken nugget onion cream sauce,1
delicious food beautiful restaurant space enthusiastic staff,1
delicious food enthusiastic friendly staff,1
super delicious food enthusiastic staff,1
food delicious preparation quite fast staff enthusiastic supportive,1
delicious food clean space,1
delicious food filling enthusiastic staff extremely comfortable space good music,1
fried chicken soft succulent crispy onion sauce ordered serve quite bland didnt much flavor tofu soup fill bowl full tofu taste ok staff nice must tired something everyones face expressionless,1
food delicious cashier also cute,1
delicious chicken kimchi soup free accompanying rice comfortable come early pm avoid crowd,1
delicious food attentive service,1
every time come eat chicken delicious,1
delicious food super friendly service worth experiencing whole family,1
food delicious,1
good food reasonable price quick service come back,1
good food fried chicken delicious,1
delicious food large airy space good service staff,1
ang ngol food beautiful restaurant enthusiastic staffhhh point,1
delicious food especially chicken onion cream sauce must try cold noodle suit taste staff quick welcoming,1
april went eat yen hoa facility cau giay iron rag bowl cold noodle reported staff replaced new bowl receive apology hope shop pay attention,0
food delicious ive many time,1
food always delicious first time eat,1
delicious restaurant good service,1
super delicious chicken employee enthusiastic friendly satisfied,1
dish delicious every dish sauce eat much get sick restaurant crowded customer waiting long line get turn service still good staff polite asked question politely,1
chicken delicious delicious eaten cold noodle goto restaurant every time gather friend,1
food delicious service good guy fast,1
delicious food attentive staff,1
good food ok service,1
delicious food onion cream chicken best,1
mention food havent eaten yet went fried chicken restaurant staff told restaurant chili sauce half dead question staff,0
even better rv really delicious there lot,1
delicious food friendly staff,1
restaurant crowded day didnt book table advance close almost wait staff nice enthusiastic polite agile table,1
super addicted chicken cold noodle chicken dry filled oil cold noodle super sticky,0
food discussed quality service need said bit weekend restaurant crowded staff small,0
still best better nvien advise portion size ordered much day every dish could eaten piece wrap take home delicious lemonade,1
delicious food enthusiastic beautiful staff,1
good food nice restaurant,1
food ordered filled ice cream onion cream boring good price expensive people cost k place come back delicious,1
chicken onion cream sauce delicious fried chicken went people ordered half meal still packed took home staff quite enthusiastic take good care,1
fried chicken creamy onion sauce served tok delicious cold noodle,1
food delicious come quickly customer dont wait long hot staff enthusiastic restaurant beautiful clean airy continue come next time,1
went crowded day saw child next table celebrating birthday howling loudly annoyingly staff didnt even remind parent,0
food delicious come quickly staff give careful instruction,1
chicken delicious space spacious airy go order much satisfied,1
beautiful restaurant enthusiastic service delicious food,1
delicious staff enthusiastic restaurant crowded,1
super delicious food enthusiastic staff mai thanh chuc,1
food delicious bit tiring eat much staff quite friendly enthusiastic,1
food delicious,1
delicious food free parking friendly staff leather seat sag cause back pain,1
delicious food good service crowded restaurant service still ok,1
great delicious food enthusiastic service,1
delicious,1
delicious food affordable student come back n time,1
chicken dish extremely delicious tok taste bit sweet spicy soup taste delicious bit greasy side dish drink free people order multiple time staff,1
many chicken dish choose crispy outside delicious ordering wait didnt take long sure book advance table fill quickly,1
delicious food beautiful space enthusiastic staff try,1
onion cream chicken okay chicken oily chicken sauce spicy spicy salty worth price shop filtered water prepared drink like plain water brackish taste staff attitude ok,0
chicken delicious every time eat chicken nollowa,1
chicken delicious restaurant crowded need book table advance,1
food delicious staff also enthusiastic recommendeddddd,1
restaurant spacious clean staff super enthusiastic next time definitely come back,1
delicious food friendly enthusiastic service staff beautiful scenery restaurant,1
going eat winter day staff give clear advice chicken quite delicious price reasonable overall okay plus point play kpop music like,1
point waiter mai tam thuy cute beautiful girl normal customer extremely pretty men wear black shirt,1
eat twice week delicious,1
