Review,Label
oh employee named hong van served well satisfied hong van service enthusiastic thoughtful also professional always ready support make customer feel comfortable thank providing wonderful experience,1
grilled food dry difficult eat without coke side dish like kimchi soup light bar ok bright spot experience,1
food delicious clean restaurant space comfortable cozy affordable price restaurant staff enthusiastic especially hong van although small cute seeding staff agile work effectively dedicated work,1
polite enthusiastic staff delicious food beef rib tender delicious hot food counter delicious crispy greasy think price reasonable quality,1
food service great satisfied nvl facility especially female supervisor enthusiastic asking question food delicious,1
delicious food good quality dedicated service staff b hong van lovely,1
space bit cramped noisy enthusiastic attentive staff delicious food variety,1
delicious food m hong van served enthusiastically even offered feed refused action made want come back many time,1
day went eat restaurant food super delicious staff also enthusiastic especially one person super enthusiastic name hoang everyone,1
friendly staff service staff enthusiastic attentive delicious food clean restaurant,1
snakehead peak tran play fluttering fly nice staff,1
marinated meat extremely ordinary food come extremely slow company went new year eve dinner ordered bff set k first ordered meat took minute serve plate time,0
meat eaten deliciously dipping sauce,1
food delicious clean space spacious airy staff enthusiastic cute baby named van suit taste much ask info shopp,1
first time went restaurant experience food fresh delicious excellent quality see kim hue phuc enthusiastic point point,1
memorable experience everything great especially b hong van pvu enthusiastic gentle guest come back,1
great lg quality food affordable price good pvu rose definitely come back,1
food delicious clean quality good come back,1
ive never bad grilled food good average sidewalk grilling still eat frozen food fully defrosted yet charred outside undercooked inside meat chewy,1
great food quality enthusiastic service feel sympathetic towards waiter kim hui enthusiastic serving customer speaks softly serf professional manner,1
good food clean employee named quyen beautiful serf enthusiastically attentively definitely come back,1
space cozy clean full table delicious delicious food dear friend hong van pvu wonderful,1
food delicious clean price reasonable especially b hong van pvu wonderful,1
today meal facility food delicious especially impressed nv friend named cam tu service enthusiastic grilled food hot pot delicious,1
delicious food enthusiastic service,1
ate much time restaurant always came food quickly employee named quyen enthusiastic always supported,1
went room company desk restaurant many seat aisle quite narrow running back forth pick item quite inconvenient,1
ate today ykm nvl served enthusiastically guy named tu food delicious food prepared quickly,1
great experience delicious meat quality seafood lg b pink van pvu okelaaa come back,1
unlike linh dam facility experience super bad waited long time even though restaurant crowded beef bucket filled fat hour eating dressing loading,0
ive eaten many time every time im satisfied everything great especially hong van pvu extremely good,1
great delicious food b hong van pvu good approachable,1
delicious food soft meat enthusiastic staff especially b hong van pvu super awesome voiiii,1
good servicettttttttttt service staff attitude attentive employee named quyen enthusiastic cute come back,1
delicious food clean hygiene enthusiastic staff royal staff,1
delicious food hong van serf wonderfully,1
friendly staff good service enthusiastic delicious food good service,1
food delicious clean quality pink van pvu greatttt nothing complain,1
delicious food great attentive staff,1
reasonable price delicious food cozy space super good pvu rosewood,1
quality food suitable price range okelaaaa b hong van pvu enthusiastic attentive,1
food delicious cozy space great b hong van pvu attentive,1
delicious food enthusiastic staff open space come back next time,1
great tender beef fresh seafood super good pvu rosemary definitely come back,1
delicious food diverse enthusiastic staff,1
food delicious amazingiii nvien hong van pvu goodttt,1
delicious food enthusiastic staff,1
space cozy beef tender fresh especially good pvu rosemary point mm,1
cozy space clean delicious food especially b hong van pvu good cute,1
delicious food greattttt b hong van service super goodttttt k,1
delicious food enthusiastic funny staff named hanh beautiful space star,1
delicious pvu hong van good diemmmmm,1
food quite good live counter ok ice cream service okay expensive calculate,1
delicious highquality food enthusiastic staff thoughtful take care staff,1
delicious restaurant good service today hong van helped table enthusiastically,1
delicious pvu great especially rose super cute,1
food delicious hong van serf enthusiastically greattttttttttttttttttttttttttttttttt,1
delicious food quick delivery enthusiastic service staff,1
fast service delicious food shop bit small,1
interesting experience delicious delicious food b hvan pvu goodtt,1
delicious food especially fried chicken enthusiastically served hoang,1
delicious food staff trang hung enthusiastically serve fast food,1
delicious food clean restaurant enthusiastic staff b hong etc,1
delicious food clean space good staff come back,1
delicious food great quality lg b pink van pvu great voiiii sir,1
food ok service staff good table booked arrived lack chair took minute call find chair invite guest,1
friendly staff good service delicious food,1
good service good food clean hygiene,1
delicious food enthusiastic service hong van,1
delicious food clean enthusiastic staff,1
good experience everything especially b hong van pvu super enthusiastichh,1
pointsmm clean quality super delicious b hong van pvu wonderful,1
food delicious great pink pvu pvu super goodttt,1
calculating bill staff took vat invoice left complete information many day later receive invoice contacted staff say forgot make response didnt answer phone irresponsible business,0
delicious food clean good lovely hong van staff,1
delicious good staff good service good food,1
meat tender delicious seafood fresh seafood good,1
food delicious clean enthusiastic staff hong van cute,1
great everything pointsmm especially b hong van pvu super enthusiastichhh,1
good delicious cozy space pink white pvu wonderful,1
food delicious hong van serf well,1
good food good service hong van,1
delicious tender meat fresh seafood b hvan pvu enthusiastic,1
delicious food served enthusiastically hoang tu staff,1
great experienceii delicious food quality lg b hong van pvu super goodtttttttt,1
great everything especially pvu rosewood goodttt,1
great delicious food quality lg b pink van pvu enthusiastic cutee,1
delicious meat fresh tender bread good,1
reasonable price delicious b hong van pvu super enthusiastichhh,1
awesome delicious b hong van super friendly good servicettt,1
hong van friend grilled meat without burning,1
great meat delicious tender good pvu,1
good service delicious food good service clean restaurant,1
delicious food enthusiastic service,1
delicious food great quality b hong van pvu,1
delicious food cozy space nvien pvu best b hvan,1
delicious restaurant full service enthusiastic staff impressed staff tu kien good customer care quick response,1
good service phung thi quyen took care table well come back,1
friendly staff good service delicious food,1
delicious food clean space enthusiastic staff,1
delicious food clean enthusiastic staff,1
enthusiastic staff diverse side dish clean vegetable normal beef pork,1
clean delicious super good pvu rosemary diem,1
delicious food okela hvan staff serf wellttt,1
restaurant clean food fresh delicious staff handsome enthusiastic,1
enthusiastic staff good service delicious food,1
good delicious pvu persimmon wonderful,1
staff extremely enthusiastic cheerful really like food delicious come constantly everything great,1
awesomeiii delicious food b pink van dedicated pvu,1
awesome delicious good quality pvu pink rosettt vnd,1
hong van employee food ok sauce bit salty,0
awesome food delicious pvu rosemary good,1
delicious wonderful dedicated thoughtful staff,1
person named tu enthusiastically serf delicious food,1
delicious food cozy space enthusiastic service hvan,1
trang hung enthusiastically serve delicious food,1
delicious food friendly staff especially tu,1
clean good quality good food good restaurant,1
delicious food enthusiastic staff,1
delicious quality food enthusiastic staff,1
food good service poor counter line able load item hour poor management bad restaurant disappointing experience return shared widely everyone avoid shop,1
good experience delicious food enthusiastic b hvan pvu,1
food super delicious staff hoang enthusiastic,1
good food good experience nice staff ok,1
delicious food attentive service,1
staff named cam tu served enthusiastically delicious food,1
delicious quality good,1
delicious high quality enthusiastic enthusiastic staff,1
everything wonderful b pink pvu affectionatehhhh,1
delicious clean b hvan pvu good,1
boring food hanoi beef cheap well marinated grilled matter grilled dont use meat plate dont use staff take away probably put freezer waste food,1
everything great especially main chef nguyen trung kien always best love forever,1
space cozy delicious b hong van dedicated wife,1
first arrived service fast sitting long time couldnt even order rang bell call table staff took one look finished,1
good food good b hvan pvu okela,1
great experience b hong van pvu okelaaa vnd,1
friendly friend van served well enthusiastically,1
delicious food tender meat good staff,1
good service food served quickly fresh food,1
delicious enthusiastic staff quite nice japanese style,1
hong van staff provide good service,1
good chat quality hong house cool,1
delicious food enthusiastic staff,1
good service delicious food extremely nice staff,1
went restaurant dinner august food okay service bad especially security guard busy looking phone customer call twice coming get bus ticket also,0
staff attitude bad shop crowded food take long time come advertises go pay come nothingthe shop give unconvincing reason new k membership,0
food delicious staff enthusiastic management board attentive customer,1
great experience,1
service attitude extremely bad morning saturday december went eat waitress wearing black zip guest came didnt say word asked anything,0
delicious food clean enthusiastic staff,1
delicious food clean enthusiastic staff,1
