Review,Label
staff attitude good placed glass water front customer glanced without saying word send item,1
plus point drink quite delicious minus point many rock space bit cramped crowded lake view open photo,1
restaurant huge doesnt restroom customer average drink good staff attitude space bit narrow,1
ordered via app staff didnt even confirm order called dozen time one answered phone bad,0
shop right corner street big beautiful chill service staff bit slow,1
security chase customer away restaurant still table stopped car front door already called table,1
drink delicious order take away call grab quality different example order ba la oolong take home little tea flavor unknown cocoa flavor,1
service staff good air conditioner cool place air conditioner doesnt work however fan sitting okay however sat staff came,1
cafe brand name quite messy maybe trend opened staff need trained carefully counter people employee take order manager,0
bunch staff ordered prepared food food took long time waited hour still didnt get item dont understand like,0
want drink huyen tran buttermilk shop doesnt pearl change lychee tea tea delicious rich flavor find sweet please add ice drink,1
cafe west lake view beautiful space delicious drink enthusiastic service suitable young people like take photo,1
beautiful view right lake cellar restaurant quite crowded full seat people often buy take away security quite enthusiastic friendly many car take customer hard drink price also reasonable ok,1
passed super crowded staff quite ok ordered coffee gone time got ordered milk tea free pearl voucher shop said,1
crowded noisy service staff slow unprofessional sitting water as,0
hot summer day temperature restaurant hot air conditioner adjusted properly yellow incandescent light shine head causing discomfort eye irritation coffee drink standard roasted coffee flavored coffee easy drink,0
star restaurant nice location drink terrible sweet even though told reduce sugar ive never leave nearly entire cup water behind drinking water crowded noisy,1
staff forgot add sugar brought ask staff didnt say anything laughed talked added sugar gave back sympathy apology,1
st went drink chill coffee met waiter made khs mood go away staff served said restaurant money return money bad attitude serving giving wrong information arguing customer professional,0
staff rude uncultured curse customer stupid aggressive towards customer type person unacceptable,0
convenient transportation attentive service attitude spacious parking lot clean delicious food,1
bad drink poor service air conditioning inconsistent part cold hot,0
staff attitude bad restaurant run table without even informing customer still let order drink two parking lot staff assist guiding customer find available parking space poor service never come back,0
space drink great,1
great food service quality vote point please give try,1
entering restaurant asked staff table left could park car restaurant saw quite lot customer holiday afraid running table asked staff,1
staff enthusiastic give starsoooo,1
staff good enthusiastic drink delicious,1
entered restaurant quite crowded time employee stood looking ordering superficial probably restaurant welcomed pretty young woman,1
staff lack integrity although many staff counter operation inefficient ordering machine making customer wait long time bartender stood around laughing joking poor service attitude,1
service really bad table full without informing customer stand ordering bad experience never come back morning,0
beautiful shop enthusiastic staff cute funny order staff delicious water nam phuong tea new dish delicious great deal moon cake great recommed katinat ho,1
opportunity stop drink friend felt satisfied hope shop operate better new shop queue wait minute,1
dont ask size customer want automatically press big size sale come shop remember ask size paying otherwise shop automatically upsize,1
female employee counter taking drink attitude made mistake still pressed chip pick said made mistake didnt tell long would take redo waited another minute get,0
shop review training security guard arrived restaurant time quite crowded still empty table stopped car front inertia,0
order item app avoid waiting came announced would open went around came back pick item said molasses pearl yet yes dont lock,1
think restaurant retrain morning shift staff cashier slow take long time cleverly asking customer change saw eye line previous customer paid bill cash,1
cafe new area quite hot almost queue drink quite unique delicious run easily indoor seating seems bit limited swipe amex card everyone,1
ordered water hour advance app came pick still water reported staff coming pick preorder staff worried laughing talking,1
respect chain owner owner establishment spend money hire staff hand foot free taking selfies customer crowded try retrain water bad,1
van anh staff enthusiastic care customer,1
first time came drink friend drink sweeter taste drink place reduce sugar wont sweet restaurant view lake crowded,1
staff attitude bad whole menu normal dish delicious dont recommend wont come next time,0
delicious food usually bit crowded night,1
time time met rude oder male friend maybe crowded something oder spoke loudly probably afraid guest wouldnt hear hurry advise wear,1
delicious drink worth trying staff friendly large number customer mistake understood there nothing left criticize,1
going crazy ordering stage waiting forever turn order told order next counter queuing beginning manager staff,0
shop disdainful people order app shipers staff free laugh joke making wait nearly minute get glass water bring customer seems like lot customer day look people order far away,1
actually bad experience many staff attitude bad extremely unpleasant foreign customer ordered drink dozen customer stood line,0
avocado young coconut bit sweet much ice narrow space storey shop broken staff fix enthusiastic staff enthusiastic security guard,1
staff attitude like dont want sell,1
drink okay shop noisy suitable like privacy addition vibrating device receives item delivered customer always battery dont come ask item still left intact,1
restaurant direct view west lake street restaurant spacious airy staff enthusiastic friendly drink diverse delicious,1
beautiful comfortable location beautiful lake view drink food served quickly comfortably air conditioning road area quite crowded bit polluted lake view quite limited mainly road view,1
shop security guard odd sympathize crowded shop security guard okay didnt say anything running parking space stood sun waiting customer finish drink,1
drink okay staff attitude bad look customer customer glass water left table furniture order water return table furniture,0
apart always crowded everything ok old avocado young coconut still best view overlooking lake quite good,1
really disappointed crowded cant managed ordering bunch drink tray run customer forced carry pile thing customer order drink pay say there space management bad,0
delicious drink beautiful space chill,1
rambutan milk tea sweet ask extra cup ice shop big bathroom broken couldnt fixed morning customer go bathroom k cup bad,0
drink also ok,1
general restaurant quite crowded noisy drink special service okay great,1
arrived parking left security guard didnt ask sympathy waved away parking left went away,1
sleepy thirsty placed order ordered twice canceled time anything wrong katinat told page cancel order canceled unfair,0
shop beautiful drink great staff sm everyone masterpiece,1
super delicious drink enthusiastic staff photo take home every view,1
ok fine great atmosphere,1
delicious drink enthusiastic service handsome staff great air conditioning,1
beautiful space amazing view,1
restaurant spacious airy space enthusiastic staff everyone come experience,1
staff spilled water customer without even taking care apologizing sign service bad,0
service ok delicious drink crowded,1
drink excellent waiting item long staff slow lack enthusiasm,1
drink boring expensive restaurant ran napkin toilet clogged dont paper wipe hand cant go bathroom wash hand,0
restaurant crowded employee joking superficial business,1
shop smaller photo floor accommodate people space noisy messy,0
super delicious drink handsome enthusiastic staff perfect,1
beautiful restaurant delicious drink nice staff come back,1
enthusiastic staff delicious drink handsome manager,1
restaurant bit crowded drink delicious,1
staff enthusiastic service good downside restaurant bit hot,1
space hot sunny air conditioner broken fan guest,1
employee gave wrong card rest fine,0
drink delicious suitable taste,1
want chill end article,1
drink ok long waiting time,1
nice staff ok drink,1
dirty toilet cramped restaurant space,0
great location delicious drink,1
fine drink ok,1
poor service,0
staff poor,0
air conditioning bit weak,0
